family,prompt_id,variant,exact_match,edit_ratio,token_jaccard,cosine,judge_equivalent,judge_reason
arc,Mercury_417466,dyop_native_8,False,0.42592592592592593,0.4017094017094017,0.9853520447278242,True,Same answer D with the same core explanation that photosynthesis provides the primary energy source underpinning food webs; the cut-off ending is mere truncation.
arc,Mercury_7081673,dyop_native_8,False,0.44220430107526887,0.4126984126984127,0.9872150265376315,True,Same correct answer B (breathing mask) with equivalent explanation about filtering airborne particles including mold spores; same conclusion and facts.
arc,Mercury_7239733,dyop_native_8,False,0.24517087667161963,0.23076923076923078,0.8791279389778204,True,"Both point to ovary cells (D) as the answer for where meiosis occurs; variant states it explicitly while reference is truncated mid-analysis but consistent, no contradicted core fact."
arc,NYSEDREGENTS_2015_4_8,dyop_native_8,False,0.3230016313213703,0.3076923076923077,0.963661056339463,True,"Same answer D. soft, identifies softness as the texture and dismisses gray/warm/long as non-texture; explanatory details differ but conclusions and factual content match."
arc,Mercury_7037258,dyop_native_8,False,0.4627737226277372,0.41739130434782606,0.9573357837757016,True,Same answer C with equivalent explanation of protons/neutrons/electrons and nuclear structure; truncation at 'Option A' does not break meaning
arc,CSZ20679,dyop_native_8,False,0.5946791862284819,0.4838709677419355,0.9882835243278265,True,"Both walk through options A-D and describe light-year as the distance light travels in a year; both truncate before stating the final answer, with no contradicted facts or degenerate text."
arc,Mercury_182158,dyop_native_8,False,0.3544494720965309,0.22131147540983606,0.9173549829015475,True,Both select D and explain cleaning/washing instruments and table tops as the final step; same conclusion and factual content.
arc,Mercury_7216668,dyop_native_8,False,0.41080196399345337,0.3917525773195876,0.9626109395921741,True,"Both analyze the options and identify grams (C) as the correct mass unit, rejecting meters/centimeters as length units; both truncate before the explicit final letter but point to the same answer and factual content."
arc,MCAS_2001_5_19,dyop_native_8,False,0.3804347826086957,0.3368421052631579,0.9607114680688921,True,Both state correct answer is C (Food) and explain photosynthesis converts CO2 into glucose via sunlight; same factual conclusion.
arc,Mercury_SC_413631,dyop_native_8,False,0.714046822742475,0.6567164179104478,0.991864327492594,True,Both eliminate A and B and truncate while analyzing C as the remaining option; no final answer is contradicted and the structure/conclusion direction matches despite differing incidental reasoning details.
arc,MCAS_2005_5_10,dyop_native_8,False,0.21014492753623193,0.14492753623188406,0.8272477122838806,False,"Variant commits to answer C with incoherent reasoning; reference analyzes options and does not endorse C, treating it as not causing forest-floor changes."
arc,Mercury_7166145,dyop_native_8,False,0.5982404692082112,0.46236559139784944,0.9736630651242921,False,"Both truncate before a final answer, but the reference dismisses option B (says it does not describe the system interaction), while the variant endorses B as correctly aligning with both circulatory and endocrine systems — a reader would draw opposite conclusions about the key option."
arc,MSA_2013_5_6,dyop_native_8,False,0.2786624203821656,0.3813559322033898,0.9456354676073467,True,Both select B (gravity) and explain the ball slows because gravitational force acts downward opposite to upward motion; same conclusion and core factual content.
arc,Mercury_SC_405199,dyop_native_8,False,0.37351190476190477,0.23893805309734514,0.9508201709305123,True,Both select B (water pollution) and explain it harms aquatic ecosystems/biodiversity via pollutants; same conclusion and core facts.
arc,NYSEDREGENTS_2015_8_28,dyop_native_8,False,0.6231578947368421,0.4891304347826087,0.9310194559149769,True,Same answer B (Elements) with same core explanation that elements are fundamental building blocks of all matter; differing element examples are illustrative and don't change meaning.
arc,Mercury_SC_401777,dyop_native_8,False,0.41538461538461535,0.3333333333333333,0.9402763874748848,True,"Same answer (B, erosion) with equivalent explanation that erosion gradually widened the canyon over millions of years; same factual conclusion."
arc,Mercury_7198188,dyop_native_8,False,0.5338235294117647,0.4180327868852459,0.973866313219955,True,Both are truncated mid-analysis covering the same options (A: shallow-water birds tied to temperature/food; B: coral reefs sensitive to temperature) with the same reasoning approach and no final answer; differences are wording only.
arc,MCAS_1998_4_11,dyop_native_8,False,0.24803767660910514,0.2,0.8746859990254348,True,Both identify D (water evaporated) as the correct answer; variant states it explicitly while reference eliminates other options toward D. The muddled explanation doesn't change the core conclusion.
arc,Mercury_SC_LBS10784,dyop_native_8,False,0.4025974025974026,0.2396694214876033,0.9413739901977282,True,Both select B (Lever) and explain the bat as a lever applying force around a pivot; core answer and rationale match despite differing wording.
arc,Mercury_7033548,dyop_native_8,False,0.49621785173978816,0.35,0.9649025995978752,True,Both select C (precipitate) and explain the surrounding rock precipitating from the intrusive material; same answer and core claim.
wikitext,wiki_0,dyop_native_8,False,0.6424474187380498,0.5268817204301075,0.9095449560382758,False,"Reference reaches the conclusion (A) Yes that Boulter has been to the US; variant poses the opposite question (never been) and gives no final answer, only an incomplete analysis, so a reader draws no equivalent conclusion."
wikitext,wiki_814,dyop_native_8,False,0.28510638297872337,0.17037037037037037,0.6626960887122672,False,Different plot (dark comedy about a man vs. sci-fi Mars story about Sarah communicating with aliens); contradictory facts and themes
wikitext,wiki_1628,dyop_native_8,False,0.3047619047619048,0.11267605633802817,0.6723688737630509,False,Reference identifies/analyzes the answer as 'the life of the author'; variant drifts into an unrelated fabricated story about a novel and never addresses the question.
