family,prompt_id,variant,exact_match,edit_ratio,token_jaccard,cosine,judge_equivalent,judge_reason
arc,Mercury_417466,dyop_native_8,False,0.42592592592592593,0.4017094017094017,0.9853520447278242,True,"Same answer D, same explanation of photosynthesis as foundation of food webs; truncation only"
arc,Mercury_417466,dyop_native_6,False,0.45299145299145294,0.2903225806451613,0.9596573329370646,True,Same answer D with photosynthesis explanation; begins ruling out other options but conclusion and facts match
arc,Mercury_7081673,dyop_native_8,False,0.44220430107526887,0.4126984126984127,0.9872150265376315,True,"Same answer B, breathing mask filters airborne particles including mold spores; matches reference meaning."
arc,Mercury_7081673,dyop_native_6,False,0.4139784946236559,0.3357142857142857,0.9664201960815572,True,Same answer B with correct rationale about preventing inhalation of airborne contaminants; truncation doesn't break equivalence.
arc,Mercury_7239733,dyop_native_8,False,0.24517087667161963,0.23076923076923078,0.8791279389778204,True,"Reference is truncated mid-analysis without stating a final answer; variant covers the same meiosis/cell-division topic and reaches the correct answer (D, ovary cells) with no contradicting fact, so truncation alone doesn't break equivalence."
arc,Mercury_7239733,dyop_native_6,False,0.23896499238964997,0.208955223880597,0.8623846903525191,True,Same as the other variant: reference is truncated before concluding; this variant addresses the same question and answers D (ovary cells) without contradicting reference content.
arc,NYSEDREGENTS_2015_4_8,dyop_native_8,False,0.3230016313213703,0.3076923076923077,0.963661056339463,True,States correct answer D. soft as texture and explains other options don't describe texture; same conclusion.
arc,NYSEDREGENTS_2015_4_8,dyop_native_6,False,0.29448818897637796,0.30952380952380953,0.9554975447035884,True,Correct answer D. soft with same reasoning that other options don't describe texture; truncation alone doesn't break equivalence.
arc,Mercury_7037258,dyop_native_8,False,0.4627737226277372,0.41739130434782606,0.9573357837757016,True,"Same answer C with consistent, correct explanation of protons/neutrons/electrons; truncation only"
arc,Mercury_7037258,dyop_native_6,False,0.3275613275613276,0.25,0.935105752499374,False,"Though it picks C, it states contradictory/wrong facts (electrons positively charged, protons negatively charged), contradicting the reference's correct charges"
arc,CSZ20679,dyop_native_8,False,0.5946791862284819,0.4838709677419355,0.9882835243278265,True,"Like the reference, it walks through options A-C and is truncated mid-explanation of light-year without committing to a final wrong answer; same analytical content and no contradicted facts."
arc,CSZ20679,dyop_native_6,False,0.2376395534290271,0.17886178861788618,0.8746418949772273,False,"States the answer is D (astronomical unit), which contradicts the reference's correct trajectory toward C (light-year)."
arc,Mercury_182158,dyop_native_8,False,0.3544494720965309,0.22131147540983606,0.9173549829015475,True,Same answer D with same justification about cleaning instruments and table tops
arc,Mercury_182158,dyop_native_6,False,0.40120663650075417,0.3739130434782609,0.9456142436559,True,Same answer D and same cleaning/contamination rationale
